SymbolID;Recommendations
S1848572;{4359,Hold,NA,0}{3811,Hold,0.1453296,14}{13387,Hold,1.784875,36}{1411,Buy,NA,48}{1444,Buy,0.3950893,50}{4555,Hold,0.3154049,53}
S29800192;{1793,Buy,0.1925412,0}{3054,Buy,0.1725932,0}{1705,Buy,0.2967,24}{1181,Hold,0.0101105,24}{3543,Buy,0.3451191,25}{1892,Buy,0.3787832,28}{1209,Buy,0.3127413,29}{14907,Buy,0.3435456,30}{603,Buy,0.4328063,31}{1705,Buy,0.2624669,35}{603,Buy,0.2405172,37}{603,Buy,0.2668713,43}{1181,Hold,-0.03737727,48}{1892,Buy,0.194686,52}
S14926173;{458,Buy,0.4897209,0}{3115,Buy,0.2369077,4}{342,Buy,0.064354,7}{3124,Buy,0.1826156,7}{458,Buy,0.4245014,8}{458,Buy,0.4079219,9}{3685,Buy,0.1946985,11}{1864,Buy,0.08175208,25}{3115,Buy,0.1542192,44}{458,Buy,0.4487155,45}{3115,Buy,0.159618,49}{3770,Buy,0.2753801,54}{458,Buy,0.2753801,54}{3685,Buy,0.3161922,54}{3246,Buy,0.231148,55}
S31817100;{1156,Hold,0.01535414,0}{1156,Hold,0.01522843,5}{223,Buy,0.1256076,12}{1156,Hold,0,14}{223,Buy,0.06382979,42}{22741,Hold,0.03929024,45}{728,Hold,-0.01140684,45}{1156,Hold,NA,48}
S39455115;{22616,Buy,0.3416972,0}{21974,Hold,0.143626,32}
S28722136;{3359,Buy,NA,0}{1710,Hold,0.004464286,16}{1399,Buy,0.1191942,18}{1710,Hold,0.06323447,18}{1417,Buy,0.1299435,19}{4955,Buy,0.1325028,21}
S49477166;{1717,Buy,0.3581004,0}{1864,Buy,0.4838263,1}{717,Buy,0.2491672,3}{906,Sell,-0.2088608,3}{3157,Buy,0.3516737,5}{2185,Hold,0.0483871,7}{2303,Hold,0.01626016,14}{906,Hold,NA,21}{510,Buy,0.2578137,23}{3220,Buy,NA,43}
S17646222;{860,Buy,0.06362773,0}{3172,Buy,0.3602872,11}{159676,Hold,0.1814024,12}{22741,Buy,0.2192762,15}{3172,Buy,0.404604,20}{4401,Buy,0.1270296,25}{860,Buy,0.07630213,43}{860,Buy,0.05263158,49}{22704,Buy,0.2615138,52}{4699,Sell,NA,53}{22741,Buy,0.248465,55}
S4951793;{4132,Buy,0.1824969,0}{832,Buy,0.1732606,37}{1167,Buy,0.2438484,57}
S591675;{407,Buy,0.2307127,0}{37229,Sell,-0.07017932,21}{4799,Buy,NA,25}{4335,Buy,0.4734561,26}{1307,Buy,0.247142,32}{4335,Buy,NA,33}{37229,Sell,NA,37}
S31817100;{223,Buy,0.1014227,0}{1156,Hold,0.05504587,40}
S14834153;{1499,Buy,0.199181,0}{1793,Buy,0.3111755,3}{1793,Buy,0.2604426,23}{1793,Buy,NA,33}
S369468;{4383,Buy,0.1764706,0}
S22576226;{1700,Buy,0.5108783,0}{1700,Buy,0.5179114,4}{4221,Buy,0.3001912,13}{1700,Buy,0.3160204,17}{1700,Buy,0.3095862,22}{4251,Hold,0.1762609,23}{1700,Buy,0.3366601,23}{1700,Buy,0.300954,48}{1700,Buy,0.3712375,52}
S15635118;{22793,Buy,0.1293055,0}{4365,Buy,0.05820106,9}{3135,Buy,0.2715538,10}{4158,Buy,0.05232947,11}{1529,Buy,0.2140637,14}{386,Buy,0.08780109,14}{929,Hold,0.04741954,24}
S4206199;{1717,Buy,0.05850654,0}{1717,Buy,0.1068625,40}{4336,Hold,0.01378751,52}
S2694296;{3563,Buy,0.2435431,0}{14844,Hold,0.08819076,4}{3563,Buy,0.2250283,30}
S14834153;{2252,Buy,-0.03576438,0}{1646,Hold,0.01434068,25}
S48162117;{1858,Sell,0.09331299,0}{1156,Hold,0.07845781,19}{1202,Hold,0.579951,21}{3881,Hold,0.1382114,22}{1156,Buy,0.1406844,32}{3881,Hold,0.04846226,48}{1156,Buy,0.05553006,49}{1346,Hold,0.05722822,52}
S1862064;{2102,Buy,0.2215436,0}
S3336459;{31573,Sell,-0.378882,0}{3849,Hold,0.02417042,24}{3365,Sell,0.08835744,38}
S909936;{1054,Hold,-0.03403864,0}{3813,Hold,0.01892285,22}{3813,Hold,-0.1176471,37}{3586,Buy,0.2924071,54}
S4669063;{577,Hold,0.05985037,0}{577,Hold,0.2253109,44}
S840140;{829,Hold,0.5558699,0}{4632,Buy,0.8387553,0}{954,Hold,0.01910828,5}
S47439160;{1892,Buy,NA,0}{1209,Buy,0.7190335,3}{603,Buy,0.7673522,5}{4447,Hold,0.285347,5}{1793,Hold,0.4404432,6}{3925,Buy,0.5734072,6}{33909,Buy,0.3296399,6}{1209,Buy,0.8168971,8}{603,Buy,0.8755861,9}{3461,Buy,0.2645422,10}{4309,Hold,0.2979233,12}{3925,Buy,0.4870606,22}{3636,Hold,NA,24}
S48372115;{3487,Buy,0.1787193,0}{37065,Buy,0.1415142,5}{848,Buy,0.2125295,7}{31679,Buy,0.25,9}{31679,Buy,NA,23}{848,Buy,0.2269939,53}
S45359401;{859,Buy,0.407896,0}{1802,Buy,0.6880486,7}{4086,Hold,0.1092891,7}{930,Sell,-0.3079238,8}{3057,Buy,0.3127494,9}{4362,Hold,0.0337572,17}{4035,Buy,0.463727,17}{3057,Buy,0.08469281,19}{1704,Buy,0.07434465,20}{1576,Buy,NA,24}{3970,Buy,NA,27}{444,Buy,0.06179147,28}{603,Buy,0.110318,34}{859,Buy,0.277356,40}{1736,Buy,NA,42}{1831,Buy,0.2550426,45}{530,Buy,0.4516274,46}{1527,Buy,0.4304291,52}{4035,Buy,0.5799192,53}{1802,Buy,0.7944485,55}{4190,Buy,NA,55}
S860674;{4210,Buy,0.1857018,0}{2287,Buy,NA,25}{7625,Buy,NA,40}{3929,Buy,0.4495088,43}{290,Buy,0.2179017,57}
S29991154;{1717,Buy,0.1923011,0}{3650,Hold,-0.01377317,1}{1846,Buy,0.0769498,11}{14927,Hold,NA,28}{2303,Buy,0.2838516,50}
S1299728;{4640,Buy,1.248208,0}{4876,Buy,1.407136,10}{4876,Buy,1.485314,23}{4876,Buy,NA,32}
S4602637;{3792,Buy,0.3206014,0}
S2519588;{1346,Buy,0.5943033,0}{1202,Buy,0.5853355,17}{1346,Buy,0.4453796,29}{1346,Buy,0.5098333,57}
S38080196;{4431,Buy,0.4027671,0}{870,Buy,NA,38}{870,Buy,0.06733637,45}{4431,Buy,0.1226814,46}{3141,Hold,NA,50}{3147,Hold,-0.1570248,50}
S4354116;{2096,Hold,NA,0}{3892,Hold,-0.1105971,7}{1662,Hold,-0.2447028,8}{4407,Buy,0.2840052,8}{4555,Hold,-0.1691731,8}{3730,Hold,NA,10}{3353,Hold,-0.101075,11}{4021,Buy,0.02734283,11}{3353,Hold,NA,15}{3409,Hold,NA,16}{2096,Hold,NA,16}{4213,Buy,0.2290393,21}
S553223;{4402,Buy,NA,0}{867,Hold,1.516153,19}
S3900156;{401,Buy,1.784029,0}{125841,Hold,NA,59}
S840140;{4632,Buy,1.30303,0}{3196,Buy,0.9873532,13}{829,Buy,0.2639405,23}{1547,Buy,NA,32}{794,Buy,0.1648224,34}{1547,Buy,0.4887064,40}
S10151185;{1700,Hold,NA,0}{1700,Hold,NA,10}{277,Buy,0.380271,12}{4157,Buy,0.3233971,13}{4251,Hold,0.2175624,18}{1700,Hold,NA,19}{593,Buy,NA,20}{38231,Hold,0.2132353,21}{1700,Hold,NA,26}{1700,Hold,NA,29}{1700,Hold,NA,35}{1700,Hold,NA,43}{1115,Buy,0.09979162,44}{1700,Hold,NA,54}
S25239156;{3363,Buy,0.2612871,0}{3363,Buy,0.1733333,27}{1856,Buy,0.1911281,28}{3168,Buy,0.2034705,32}{3938,Hold,0.02854744,32}{441,Hold,0.09600444,33}{2312,Buy,0.3305322,37}{3014,Buy,0.1961057,43}{1856,Buy,0.2815036,62}
S1398239;{3473,Hold,-0.003984064,0}
S18928138;{15023,Buy,1.403787,0}{4218,Sell,1.059871,26}{4111,Hold,1.320339,34}{4400,Buy,1.552003,37}{4320,Sell,1.138821,37}{15023,Buy,1.308955,37}{828,Buy,1.438096,38}{148432,Buy,1.364953,38}{14483,Buy,1.364953,38}{36529,Buy,1.983252,54}
S1188272;{1248,Sell,-0.1551192,0}{354,Hold,0.07347012,21}{2191,Hold,NA,23}{3167,Buy,0.182997,23}{3042,Buy,0.264446,25}{1271,Buy,0.3743978,25}{4173,Buy,0.2987622,26}{1715,Buy,0.2649234,27}{14470,Buy,0.2156976,28}{485,Buy,0.2985861,28}{146993,Buy,0.3262156,28}{3140,Hold,0.1929175,29}{3099,Buy,0.3593711,29}{4046,Buy,0.1374329,29}{2281,Hold,NA,31}{1563,Buy,0.236958,31}{1674,Buy,0.1975239,32}{3049,Buy,0.2519568,32}{3097,Hold,0.1629601,33}{1393,Buy,0.1946537,37}{3097,Hold,0.09795356,58}
S3795794;{3161,Hold,0.03600969,0}{1344,Buy,0.1392193,3}{3705,Buy,0.1426706,6}{1990,Buy,NA,23}
S3434273;{1150,Hold,0.06073999,0}{1150,Hold,0.1263073,19}{288,Hold,-0.02341137,20}{1150,Hold,0.1237458,20}{4963,Hold,NA,28}{24480,Hold,0.03971119,37}
S38649154;{3468,Buy,0.5134044,0}{4612,Buy,0.2929177,53}{4891,Buy,0.1723657,54}{15240,Buy,0.2566589,57}{947,Buy,0.2342437,61}
S389685;{140631,Buy,0.09285024,0}{3504,Buy,0.1028006,41}{1546,Hold,0.06965937,53}
S1299728;{4640,Buy,1.429603,0}{25509,Buy,1.407252,1}{4876,Buy,1.686777,38}
S167247;{1700,Hold,NA,0}{1700,Hold,NA,6}{22739,Hold,0.1612903,7}{1700,Hold,NA,8}{3740,Sell,-0.4482759,9}{2142,Buy,0.7567568,10}{1700,Hold,NA,13}{22653,Sell,NA,14}{1700,Hold,NA,28}{1700,Hold,NA,29}{1868,Hold,0.5765766,34}{3740,Sell,-0.4110718,37}{4458,Sell,-0.4823123,44}{1700,Hold,NA,47}{2134,Buy,0.4272122,53}{1700,Hold,NA,54}
S36586316;{1700,Hold,NA,0}{1700,Hold,NA,8}{1700,Hold,NA,9}{1700,Hold,NA,18}{2019,Hold,-0.04761905,29}{4349,Hold,-0.2031873,31}{1079,Buy,0.1647765,32}{1700,Hold,NA,33}{420,Buy,0.3524479,36}{1700,Hold,NA,47}{1700,Hold,NA,48}{3583,Hold,0.01590106,50}{864,Hold,0.002150538,52}{22718,Buy,0.1767308,55}{1700,Hold,NA,58}
S46582110;{1718,Buy,NA,0}{3606,Hold,-0.01329901,31}
S31817100;{860,Hold,0.03822558,0}{22741,Hold,0.04826914,6}{223,Buy,0.1457825,6}{1156,Hold,0,20}{1156,Hold,0.05155168,50}{1156,Hold,0.02459016,53}
S39271195;{3359,Buy,1.013111,0}{1201,Buy,1.088603,0}{1798,Buy,1.088603,0}{1494,Buy,1.038275,0}{663,Hold,0.8717395,1}{1710,Buy,0.966628,3}{1316,Buy,1.149043,10}{3897,Buy,0.7163564,25}{1201,Buy,0.9934942,29}{1710,Buy,0.9264109,30}{1710,Buy,0.8147103,44}{1494,Buy,0.8872619,48}{3906,Buy,1.01856,49}{3317,Buy,0.8770777,53}
S362146;{1218,Hold,-0.1268191,0}{4263,Hold,0.01626016,35}
S30943157;{2083,Buy,0.5267176,0}{3996,Hold,-0.002849003,4}{4245,Buy,0.4189694,6}{3796,Buy,0.4513788,9}{4862,Hold,-0.05178702,10}{4113,Hold,0.1963406,11}{3180,Sell,-0.0521327,17}{13666,Buy,0.2383901,19}{4516,Buy,0.1764706,19}{4327,Hold,0.03658537,21}{4113,Buy,0.2875536,23}{840,Hold,-0.04966278,23}{851,Buy,0.07913669,25}{3839,Hold,-0.04076739,25}{4245,Buy,0.2077295,29}{608,Buy,0.08173077,30}{4245,Buy,0.3261001,31}{2083,Sell,-0.0778098,46}{3180,Sell,-0.07940161,48}
S5872139;{407,Hold,1.156645,0}{4708,Buy,1.561892,6}{1408,Buy,1.370397,9}{1408,Buy,1.314847,12}{1552,Hold,1.360959,19}{407,Hold,1.05682,23}{407,Hold,0.8456882,32}{692,Buy,1.138376,38}{1408,Buy,1.148973,40}{4708,Buy,1.210973,42}{36708,Buy,1.365137,43}{4194,Buy,1.248826,47}{221,Buy,1.143103,49}
S2908858;{871,Hold,-0.04440154,0}
S3081365;{3160,Hold,0.171875,0}{4477,Hold,0.02880658,28}
S3964726;{1931,Buy,0.0799439,0}{4263,Buy,0.2489592,51}
S920053;{370,Buy,0.1663732,0}{1645,Buy,0.2098548,53}
S212643;{654,Buy,0.0935397,0}{832,Hold,0.2563231,17}{654,Buy,0.3118683,23}
S4576574;{1346,Buy,0.148698,0}{1346,Hold,0.1383494,37}
S542211;{15196,Buy,0.1371237,0}
S44957100;{2260,Hold,0.06328371,0}{4096,Hold,0.1406844,46}{3693,Buy,0.07547656,48}{1923,Hold,0.02118969,50}{3258,Hold,-0.06542056,51}
S45122272;{4251,Buy,0.1761331,0}{1519,Buy,0.09090909,1}{864,Buy,0.3003901,6}{4251,Buy,0.1838698,24}{4251,Buy,1.600217,40}
S2718877;{25536,Buy,0.09739369,0}{15240,Buy,0.0776902,47}
S3860097;{3383,Sell,4.625371,0}{221,Buy,NA,3}{4224,Hold,4.559158,5}{2141,Buy,5.27584,8}{3644,Hold,4.3933,8}{876,Hold,4.956254,27}{160580,Buy,5.840654,45}{876,Hold,5.608072,56}
S8402267;{24102,Buy,0.1454114,0}{3722,Buy,0.1976217,1}{138902,Buy,0.2026033,8}{138902,Hold,NA,19}{3041,Buy,0.09334427,21}{3304,Buy,NA,22}{354,Buy,0.2281659,24}{354,Buy,0.2357545,28}{3140,Buy,0.1645431,37}{4030,Buy,0.1541073,46}{9893,Hold,-0.02240326,46}{485,Buy,0.176145,48}{4173,Buy,0.0943344,50}{3178,Buy,0.1081867,50}{3883,Buy,0.2969386,51}{1212,Buy,0.1913739,51}{3830,Buy,NA,52}{1212,Buy,0.1769898,52}{3014,Buy,0.2064146,52}{770,Buy,0.3146363,53}{354,Buy,0.3146363,53}{2310,Buy,0.1685656,53}{3099,Sell,-0.167397,53}{138902,Hold,0.1101373,53}{3098,Buy,0.1977797,53}{945,Buy,0.1953353,54}{1674,Buy,0.2173397,55}{1271,Sell,NA,55}{1248,Buy,0.1876485,55}{1464,Sell,-0.2725653,55}{1563,Buy,0.2615019,56}{3472,Sell,-0.9406352,56}{440,Buy,0.1872959,56}{1731,Buy,0.2086418,58}{3883,Buy,0.2086418,58}{713,Buy,0.2358547,59}{22311,Buy,0.2656343,59}
S1142458;{3431,Buy,0.08177721,0}{3431,Buy,0.03159252,16}{15240,Buy,0.1384145,39}{3813,Hold,0.007591442,46}
S39807105;{3878,Buy,0.1345455,0}{1156,Hold,0.04268038,15}{1156,Hold,-0.003752102,37}
S3615875;{29571,Hold,-0.006701771,0}{749,Buy,0.1811024,25}{316,Buy,0.164747,34}{3876,Buy,0.1538978,43}
S3431978;{4263,Buy,0.2531328,0}{29191,Hold,0.1205564,43}
S5265154;{1399,Buy,0.1065574,0}{3766,Hold,0.06508876,10}{308,Buy,0.130835,10}{1399,Buy,0.07072042,11}{1417,Buy,0.1584017,12}{3897,Hold,-0.001297017,13}{497,Sell,-0.1580055,15}{1710,Hold,0.0337608,17}{15140,Hold,0.05471325,18}{1710,Hold,-0.01120633,18}{1494,Buy,0.2180431,20}{3906,Buy,NA,31}
S4499433;{1501,Buy,0.1326128,0}{2285,Buy,0.3218871,26}{1424,Buy,NA,39}
S3822598;{749,Hold,0.03355705,0}{2068,Hold,0.09936575,20}{4403,Hold,0.04298802,20}{3518,Hold,-0.1004705,22}{796,Buy,0.2316634,22}{3325,Hold,0.2815036,23}{29571,Hold,0.09833972,28}{29571,Hold,-0.04245501,38}
S2822248;{36504,Buy,0.1518886,0}{1219,Hold,0.07152424,0}
S80102;{3191,Buy,1.80691,0}{407,Buy,1.629898,0}{24664,Hold,1.576257,29}{3191,Buy,2.010007,31}{22926,Buy,1.95573,33}{3191,Buy,1.794509,33}{407,Buy,1.591124,43}{3524,Buy,1.588396,51}
S30885142;{1915,Buy,NA,0}{14957,Buy,NA,4}{31877,Buy,0.2060648,7}{252,Buy,0.07175295,13}{591,Buy,0.04314003,14}{161108,Hold,0.007779349,14}{1915,Buy,NA,16}{1799,Buy,0.2927054,18}{2094,Buy,NA,18}{1410,Buy,0.2366819,21}{591,Buy,0.1447419,23}{1799,Buy,0.3534416,24}{252,Buy,0.08177484,26}{29084,Buy,0.2284562,26}{2094,Buy,NA,29}{252,Buy,0.1776447,51}{29188,Buy,0.1351729,60}
S31194227;{1700,Hold,NA,0}{1700,Hold,NA,13}{14347,Hold,NA,15}{1700,Hold,NA,15}{24674,Buy,0.2045169,28}{4251,Hold,0.09659931,30}{1700,Hold,NA,30}{24674,Buy,0.1745993,31}{8955,Buy,0.09289617,32}{4251,Hold,-0.3897229,33}{1579,Buy,0.1473209,33}{1061,Buy,0.1558584,43}{1700,Hold,NA,44}
S15179100;{757,Buy,0.2170676,0}{278,Buy,0.2170676,0}{2286,Buy,0.09439124,34}{4641,Sell,-0.1949467,36}{314,Hold,NA,39}{3372,Sell,-0.1166957,40}{433,Hold,0.05747698,40}{433,Hold,0.05747698,40}{3372,Sell,-0.1052825,42}{89225,Hold,NA,43}{1071,Sell,-0.1497227,43}{3697,Hold,0.09456536,49}
S26301203;{3173,Hold,-0.1479821,0}{3463,Buy,0.08744903,6}{1709,Buy,0.1331445,25}{3124,Hold,0.03871577,25}{3752,Buy,NA,26}{3601,Buy,0.1933174,26}{1498,Hold,-0.031477,27}{1661,Buy,0.2106538,27}{1172,Buy,0.4184397,28}{4249,Hold,NA,28}{3106,Hold,-0.0521327,29}{3463,Buy,0.2638231,29}{2281,Buy,NA,30}{3173,Hold,-0.04570568,31}{13952,Buy,0.2556504,31}{3601,Buy,0.2556504,31}{1571,Hold,NA,35}{2208,Buy,0.2944984,37}{1498,Hold,0.07874865,37}{1709,Buy,0.2813668,38}{1784,Hold,-0.0484821,44}{3601,Buy,0.1363636,45}{1709,Buy,0.09090909,45}{1571,Hold,NA,46}{222,Hold,NA,54}
S3639565;{278,Hold,-0.007655231,0}{461,Buy,0.1839446,45}{503,Hold,0.05321508,49}{4247,Hold,NA,53}{503,Hold,-0.03645833,54}
S33907101;{1866,Buy,0.2050426,0}{740,Sell,-0.1179713,29}{4612,Buy,0.3475936,33}{4097,Sell,NA,56}
S3173882;{3487,Hold,NA,0}{3487,Hold,NA,5}{11096,Buy,0.1508177,6}{4174,Buy,0.147541,9}{3487,Hold,NA,24}{14854,Sell,-0.1592483,26}{3610,Hold,NA,52}
S212643;{654,Hold,-0.1396426,0}{654,Hold,-0.1485181,27}{4188,Buy,0.1418463,29}{654,Hold,NA,34}{3248,Hold,NA,35}
S3066798;{1156,Buy,0.1255116,0}{3516,Buy,0.1607457,23}{1156,Buy,0.1743772,26}{29156,Buy,0.1603376,27}{4043,Buy,0.1465425,34}{1156,Buy,0.06951872,40}{3516,Buy,0.122807,41}
S3559786;{771,Buy,0.3581129,0}{791,Hold,NA,25}
S1574319;{1658,Buy,0.05813953,0}{759,Hold,0.008542952,41}
S24639118;{125841,Hold,NA,0}
S4258978;{1546,Hold,0.1060507,0}{1518,Hold,0.08556833,5}{2108,Buy,0.1356844,27}{1167,Hold,-0.023795,38}
S3434273;{4301,Buy,0.06483354,0}
S37177112;{22739,Buy,0.2183514,0}{3740,Buy,0.06788711,3}{4056,Hold,0.1059908,21}{1359,Buy,0.08695652,54}
S160255;{423,Hold,0.6291743,0}{28903,Hold,0.7393749,25}
S33907101;{8843,Hold,-0.03664201,0}{4891,Sell,-0.13561,22}{740,Hold,-0.06452057,32}
S33907101;{30429,Sell,-0.1996234,0}{619,Hold,NA,16}{7509,Hold,0.09477635,31}{4374,Buy,-0.03339192,41}
S4663565;{4641,Buy,-0.00999524,0}
S212643;{832,Hold,0.003521127,0}{654,Buy,0.02164502,59}
S212643;{654,Hold,NA,0}{301,Hold,0.1445415,48}
S11158180;{3119,Sell,NA,0}{3246,Hold,-0.07024793,50}
S4811950;{3813,Buy,0.4878622,0}{3624,Buy,0.4319809,17}{3813,Buy,0.848249,30}
S21249258;{3932,Buy,0.4986656,0}{846,Buy,0.2154804,4}{3709,Buy,0.2788239,7}{687,Buy,0.2586849,7}{3709,Buy,0.2897329,8}{1281,Buy,NA,11}{1281,Buy,NA,13}{846,Buy,0.3011346,13}{7229,Buy,0.168802,15}{1901,Buy,0.2922568,17}{1289,Buy,0.1804703,18}{1415,Buy,0.1691348,21}{3755,Buy,0.6429883,23}{466,Buy,0.2177443,23}{3709,Buy,0.2068802,24}{846,Buy,0.1804703,25}{4433,Sell,-0.1783927,25}{1281,Buy,0.1137554,27}{3802,Buy,NA,28}{3505,Buy,0.2857284,36}{7229,Hold,-0.01097814,36}{1281,Buy,0.1257908,45}{2259,Buy,NA,45}{14088,Hold,NA,47}{14088,Buy,0.1479029,55}
S29656286;{3677,Hold,-0.07003778,0}{4240,Buy,0.301059,8}{5056,Buy,0.4925373,12}{3128,Buy,0.5671642,28}{2073,Buy,NA,30}{4069,Buy,0.1519303,32}{1641,Buy,0.8808777,33}{3632,Buy,0.05975861,41}{5056,Buy,NA,43}{4798,Buy,0.6388069,44}{1641,Buy,0.8472906,46}{906,Buy,0.5508685,47}{758,Buy,0.5888147,48}{5056,Buy,NA,49}{2073,Buy,0.3958126,49}{3945,Hold,NA,53}
S3489197;{440,Sell,-0.0187489,0}{1094,Buy,0.1449133,8}{440,Hold,0.06997283,23}{485,Buy,0.1731188,24}{1563,Buy,0.1800405,25}{3049,Buy,NA,26}{1280,Buy,0.1963767,31}
S1367196;{1188,Buy,4.149329,0}{278,Hold,3.193025,0}{1188,Buy,4.089656,10}{757,Buy,3.408822,14}{1188,Buy,NA,15}{1188,Buy,NA,18}{3511,Sell,NA,37}{4098,Sell,2.939357,43}{1188,Buy,NA,44}
S27414253;{303,Hold,0.1065305,0}{430,Buy,0.1614224,6}{35270,Hold,NA,6}{2208,Hold,0.002277042,7}{342,Hold,0.2035494,8}{458,Buy,0.3043312,10}{1276,Buy,0.07514825,11}{342,Hold,0.09157933,13}{2208,Hold,0.01373203,13}{458,Buy,0.1795408,15}{2146,Buy,0.1275786,15}{3178,Hold,-0.007127284,18}{342,Hold,0.1234533,18}{458,Buy,0.1752254,18}{3116,Buy,1.670537,23}
S4218276;{3479,Buy,NA,0}{847,Buy,0.09337036,0}{4222,Buy,0.2211918,39}{36717,Buy,NA,43}{3479,Buy,0.2115229,56}{3807,Hold,NA,57}
S33204245;{860,Buy,0.1501211,0}{3838,Buy,0.1750881,13}{860,Buy,0.09258194,18}{1913,Buy,0.01180438,19}{3139,Buy,0.1673152,36}
S12358128;{22616,Hold,NA,0}{4401,Hold,0.09945027,33}{1711,Buy,NA,56}
S43175124;{3512,Buy,0.3162224,0}{4704,Hold,NA,48}
S1588591;{4178,Buy,NA,0}{1263,Hold,0.4399062,5}{7463,Hold,0.3289735,30}
S2608269;{13572,Buy,2.347127,0}{3219,Buy,NA,52}
S2100289;{846,Buy,0.2503907,0}{3199,Hold,-0.03496282,8}{3737,Buy,0.1310085,9}{3692,Buy,0.1467169,9}{4863,Hold,NA,14}{3692,Buy,0.2296564,18}{3199,Buy,0.02430556,28}{36708,Buy,0.0411333,29}{36708,Buy,0.1741329,51}
S34290123;{949,Buy,0.4018692,0}{3705,Hold,0.2462006,27}{927,Buy,0.0966811,31}{949,Buy,0.2291724,35}
S3471458;{26616,Buy,0.3095238,0}{591,Hold,0.1428571,0}{28927,Hold,NA,1}{1844,Hold,NA,29}
S20713127;{272,Hold,0.04992069,0}{27732,Buy,0.01269827,47}
S10639157;{3468,Buy,0.5115354,0}{3468,Buy,0.2056738,9}{14342,Sell,-0.4197292,24}{29410,Sell,-0.3451212,37}{4891,Sell,NA,41}{156506,Sell,-0.2784993,49}
S1879493;{4891,Hold,0.06990014,0}{29231,Hold,-0.1989747,2}{27809,Hold,NA,24}{3468,Buy,0.5615616,30}{619,Hold,NA,31}{29410,Hold,NA,33}{619,Buy,0.5010507,35}{3324,Hold,NA,47}{4374,Buy,0.4647137,50}{3468,Buy,0.3848202,50}{4891,Hold,-0.104792,51}
S8165174;{2073,Buy,0.05893186,0}{3130,Buy,0.1285153,3}{1689,Buy,0.08644308,9}{3635,Hold,0.06341841,10}{510,Buy,0.3282926,32}{3314,Hold,-0.05995404,42}{669,Buy,0.1055276,51}{3166,Buy,0.001301692,52}{2303,Buy,0.1933424,55}{1846,Buy,0.2247462,55}{510,Buy,0.8589335,56}{3314,Hold,NA,56}{3635,Hold,NA,56}{3268,Buy,0.1327361,57}{3650,Buy,0.2357121,57}{527,Buy,0.2051823,59}{3130,Buy,0.1489659,60}
S1448130;{860,Hold,0.004334496,0}{3172,Hold,NA,0}{22616,Hold,NA,49}{3161,Hold,0.03587395,54}{22616,Hold,NA,54}
S33907101;{4374,Buy,0.2833333,0}{740,Buy,0.1761882,27}{30429,Hold,-0.08785406,27}{1190,Hold,NA,53}
S33313171;{12143,Sell,-0.3464052,0}{868,Buy,0.148294,46}{3120,Hold,0.01706037,46}{12143,Sell,-0.1663995,47}{458,Buy,0.7808219,54}{2179,Hold,0.05405405,57}{24687,Sell,-0.3736383,59}
S4126873;{3656,Buy,0.2357266,0}{853,Buy,0.2327416,39}{1829,Sell,NA,43}{1829,Sell,NA,52}{3219,Hold,NA,53}{1275,Hold,0.1017925,55}{3331,Sell,-0.154334,56}
S34290123;{2151,Sell,NA,0}{4039,Buy,0.07787658,0}{2066,Buy,0.1868617,14}{3429,Hold,0.02205487,22}{22616,Hold,NA,23}{13455,Buy,0.08350951,27}{4039,Buy,0.08350951,27}{22616,Hold,NA,28}{22616,Hold,NA,36}{6097,Hold,0.05561277,38}{4039,Buy,0.07894737,43}
S2733064;{1054,Sell,-0.02508961,0}
S1038485;{1444,Buy,0.5892813,0}{4098,Buy,0.4878296,32}{222,Buy,0.4956831,36}{1444,Buy,0.6109038,42}
S36074187;{2240,Hold,0.07142857,0}{459,Hold,0.03914098,27}{3353,Buy,0.2183075,41}{3908,Buy,0.7252604,51}
S28722136;{1399,Buy,0.1750881,0}{3359,Buy,0.2180974,6}{1399,Buy,0.177163,13}{1494,Buy,0.2478729,19}{3465,Buy,0.2034384,20}{1417,Buy,0.2485812,24}{1399,Buy,0.1229646,25}{1494,Buy,0.2352611,26}{3465,Buy,0.1945392,27}
S3780333;{140206,Buy,0.2511286,0}{3383,Buy,0.1804384,25}{3644,Buy,0.2787724,53}
S46138235;{1700,Buy,0.05309346,0}{4251,Buy,0.1728892,4}{1700,Buy,0.04547831,11}{1700,Buy,0.1676559,18}{1700,Buy,0.1977243,27}{593,Hold,0.01419878,29}{277,Buy,0.3580492,40}{1700,Buy,0.2355848,51}{1700,Buy,0.2987013,62}
