SymbolID;Recommendations;Decision
S15635118;{4365,Buy,0.1162098,0}{386,Buy,0.1004661,31}{4365,Buy,0.2216642,40}{4365,Buy,0.187962,44}{3135,Buy,0.2139407,49};Sell
S3213696;{4067,Buy,0.1486918,0}{1163,Buy,0.1837121,4}{685,Hold,0.04772992,18}{3430,Buy,0.1599807,33}{3558,Hold,0.1978157,61};Hold
S12358128;{1482,Buy,0.07883817,0};Buy
S6843203;{1700,Buy,0.304566,1}{1700,Buy,0.3499481,10}{769,Hold,0.1635002,22}{1013,Hold,NA,26}{13919,Buy,0.3433945,27}{277,Buy,1.057966,27}{1700,Buy,0.5720574,27}{1700,Buy,0.4932992,37}{865,Hold,0.1326423,47}{1700,Buy,0.3825452,49}{1700,Buy,0.2401605,57};Sell
S38080196;{1324,Hold,NA,0}{1468,Sell,-0.2419189,38}{3157,Buy,0.1342155,43}{3123,Buy,NA,43}{668,Buy,0.1304402,44}{3111,Hold,-0.07515876,45}{3121,Sell,-0.6,47};Sell
S44957100;{3258,Hold,-0.05295856,0}{1923,Buy,0.1948052,42}{4315,Hold,0.03439359,44}{626,Buy,0.195325,45}{3693,Buy,0.2041792,45}{1070,Buy,0.2484505,45}{290,Buy,0.2054696,47}{3775,Buy,0.2281659,48};Sell
S24377154;{1228,Hold,0.1664899,0};Sell
S4218276;{847,Hold,0.08599072,0}{6084,Sell,NA,32}{847,Buy,0.04558378,35}{6233,Hold,0.06048351,46}{3703,Sell,-0.0381998,49}{6084,Hold,NA,51}{4222,Hold,0.07016564,56};Hold
S8101122;{22616,Hold,NA,0};Sell
S23454119;{4349,Buy,0.2185535,0}{864,Hold,0.1348006,31};Buy
S3860097;{3383,Hold,2.932596,0}{948,Buy,3.248334,17}{3644,Hold,2.921539,17}{3373,Hold,2.921539,17}{4686,Buy,3.609248,19}{4225,Buy,2.759316,19}{4224,Hold,3.052257,20}{1294,Hold,2.349002,22}{4236,Hold,3.34302,26}{876,Hold,2.658167,35};Hold
S46383102;{4431,Buy,0.6159867,0};Hold
S1295925;{3679,Buy,0.595172,0}{15240,Buy,0.5554513,16}{3679,Buy,0.5912688,25};Hold
S29593164;{1935,Buy,0.2470024,0}{630,Buy,1.285714,15}{3936,Buy,1.202776,16}{2259,Buy,NA,24}{4433,Buy,1.566481,25}{1935,Buy,1.368075,30};Buy
S2439463;{1272,Hold,0.1722021,0};Buy
S33204245;{4401,Buy,0.2373453,0}{3972,Buy,0.1458333,10}{1069,Hold,NA,16}{4401,Buy,0.3990268,25}{370,Sell,0.8427518,26};Buy
S47439160;{14907,Buy,0.1655379,0}{3673,Buy,0.08189081,29}{4447,Hold,0.3207547,41}{1181,Hold,0.2368973,41}{1892,Hold,0.3220409,43}{3673,Buy,0.3065327,44}{3461,Buy,0.4224474,45}{3854,Buy,0.4614186,45}{3885,Buy,0.2838238,46}{14907,Buy,0.3825795,46}{3054,Hold,0.1655472,47}{8593,Hold,NA,49}{603,Hold,0.3251392,50}{3673,Buy,0.1614402,56}{4309,Hold,0.1432927,57};Buy
S30199191;{4624,Buy,0.1573436,0}{3160,Hold,0.07913669,38}{3136,Buy,NA,43}{3107,Sell,NA,44};Hold
S14363193;{4393,Buy,-0.2884997,0}{1409,Buy,0.2,13}{3524,Buy,0.2498215,21}{2240,Buy,NA,47}{1307,Buy,0.242815,50};Buy
S1625663;{22466,Hold,0.04728658,0}{3504,Hold,0.06451613,1}{3691,Hold,0.01080516,32};Hold
S686568;{1352,Buy,0.2372956,0}{2071,Hold,0.2161542,21}{4271,Hold,0.07393639,50}{3761,Sell,-0.1115702,52}{4178,Hold,0.07855108,53}{286,Hold,0.05755542,54};Hold
S167247;{1700,Buy,0.3446357,0}{1700,Buy,0.4641288,6}{1700,Buy,0.7547268,14}{1260,Buy,0.2737555,15}{864,Hold,0.2975779,19};Hold
S19087292;{1573,Buy,0.2295082,0}{510,Buy,0.356622,5}{4481,Buy,0.3586483,18}{3144,Buy,NA,27}{1709,Buy,0.1339705,28}{1460,Buy,NA,46}{510,Buy,0.19976,48}{635,Buy,0.1191773,49};Buy
S47356301;{1700,Hold,NA,0}{1700,Hold,NA,24}{1700,Hold,NA,32}{1700,Hold,NA,52};Sell
S3229194;{5057,Hold,NA,0}{3431,Hold,0.006594932,19}{4282,Hold,0.06913756,25}{3253,Hold,0.08303249,30};Buy
S3350188;{303,Hold,0.04481716,0}{2208,Buy,0.1914433,21}{4482,Buy,0.24261,27}{736,Sell,NA,36};Hold
S132090;{4624,Sell,NA,0};Buy
S2439463;{3849,Hold,0.2147416,0};Buy
S29454106;{3452,Buy,0.540557,0}{4138,Hold,0.2920801,0}{3151,Buy,0.5063151,4};Sell
S27414253;{458,Buy,1.628035,0}{881,Sell,0.4782694,0}{3119,Hold,1.463782,0}{736,Hold,1.463782,0}{922,Hold,1.053152,0}{3105,Buy,NA,0}{2208,Hold,NA,0}{342,Hold,NA,1}{3864,Buy,1.446376,1}{303,Hold,1.434783,2}{3116,Buy,1.819358,3}{3117,Buy,1.731253,3}{3115,Hold,NA,4}{342,Hold,1.293477,5}{3178,Hold,0.913809,7}{3104,Hold,1.539805,8}{3178,Hold,NA,19}{3105,Buy,NA,28}{342,Hold,1.485321,44}{3116,Buy,2.313761,45}{1812,Hold,NA,45}{1158,Hold,NA,46}{3104,Hold,NA,46}{1078,Sell,0.7654084,47}{3105,Buy,NA,51}{3115,Hold,1.20662,53}{3104,Hold,1.908726,53}{3178,Hold,1.181782,54}{941,Hold,1.46597,57};Buy
S1813783;{2203,Buy,0.1687622,0};Buy
S1188272;{3049,Buy,0.1796752,0}{713,Sell,NA,27}{1464,Hold,0.06246356,36}{3097,Buy,0.1121123,38}{1212,Hold,0.05859581,39}{925,Hold,NA,39}{4148,Hold,NA,40}{713,Sell,0.03644637,42}{1674,Buy,0.1684069,43}{2191,Buy,0.198366,43}{1035,Buy,0.1684069,43}{9893,Hold,0.09161,44}{1731,Buy,NA,44}{945,Buy,NA,47}{2191,Buy,0.2087116,49}{485,Buy,0.286548,50};Hold
S1564262;{3523,Buy,1.785392,0}{3332,Buy,1.859456,18}{2272,Buy,1.57296,38}{930,Buy,NA,44}{1649,Buy,1.669645,49}{1455,Hold,1.599649,50}{1182,Buy,NA,50}{3854,Buy,1.778936,50};Sell
S1529085;{3651,Buy,0.121552,0};Hold
S1444370;{25536,Hold,-0.009652752,0};Buy
S1995438;{8663,Hold,0.01409844,0}{3381,Buy,0.07260726,54};Hold
S32314222;{1700,Hold,NA,0}{1700,Hold,NA,4}{1700,Hold,NA,15}{1700,Hold,NA,19}{1700,Hold,NA,23}{1700,Hold,NA,32}{1220,Buy,1.37523,55};Hold
S25246342;{1700,Buy,1.215159,0}{1700,Buy,1.517789,40};Hold
S3434273;{288,Hold,0.07970161,0};Buy
S2643758;{1721,Buy,0.3036974,0};Buy
S46383102;{3370,Buy,0.9052755,0}{4431,Buy,0.9052755,0};Buy
S585182;{3365,Buy,0.02923014,0};Hold
S6419125;{1471,Buy,0.1586034,0}{3527,Buy,0.1759021,19}{1669,Buy,0.09536082,19}{530,Buy,0.1436856,19}{859,Buy,0.1511265,22};Buy
S37045169;{630,Hold,-0.2825491,0}{1935,Buy,0.4387211,24}{1872,Buy,0.3185157,32};Buy
S3489197;{1563,Sell,NA,0}{1212,Buy,NA,25}{3621,Hold,NA,40};Buy
S3562364;{1702,Buy,0.1082964,0};Hold
S2200077;{8593,Buy,NA,0};Buy
S2911788;{830,Hold,NA,0};Hold
S3754891;{224,Buy,0.2204622,0}{1188,Hold,0.08636611,27}{224,Buy,0.374671,55};Buy
S27356109;{1496,Buy,NA,0};Buy
S421751;{4128,Hold,0.09174535,0}{5057,Buy,NA,34};Hold
S1674183;{2314,Buy,0.02219626,0}{4601,Buy,0.25,37};Sell
S6959118;{3172,Hold,NA,0}{3172,Hold,NA,27}{3172,Hold,NA,53};Hold
S46451100;{4604,Sell,NA,0}{4604,Hold,NA,24}{4111,Hold,0.1686935,28};Hold
S1422627;{4977,Buy,NA,0};Hold
S1529085;{3633,Buy,NA,0}{1291,Hold,-0.1269841,44}{3633,Buy,NA,47};Buy
S39271195;{1710,Buy,0.5133741,0}{282,Hold,0.5177158,35}{14866,Hold,0.4502618,35}{1201,Hold,0.4675714,38}{1798,Buy,0.5498291,39}{1710,Buy,0.5702753,41}{3498,Hold,0.3410025,44};Hold
S23987404;{3054,Hold,NA,0}{22874,Buy,-0.8101566,2}{2296,Buy,NA,4}{1936,Buy,NA,5}{1645,Buy,0.3042061,5}{3057,Buy,0.09227258,5}{1035,Buy,0.2890431,6}{3154,Buy,0.2357121,7}{1936,Buy,0.004016064,7}{4237,Buy,0.2666049,7}{3084,Buy,0.03490887,7}{3012,Buy,0.1584801,7}{15211,Buy,0.07874865,8}{1831,Buy,0.05670487,9}{4447,Buy,0.1846587,10}{4309,Hold,-0.0442582,11}{3134,Buy,0.2361838,13}{3057,Buy,NA,13}{14907,Buy,0.3200352,14}{3074,Buy,NA,14}{3830,Hold,0.02398653,16}{281,Buy,0.2024048,17}{3054,Buy,0.1034483,18}{14907,Buy,0.266179,20}{4190,Buy,-0.009612584,23}{296,Buy,0.2235497,25}{1035,Buy,0.1227868,25}{930,Hold,NA,28}{3052,Buy,0.2106895,31}{1035,Buy,0.163311,32}{1936,Buy,NA,34}{3348,Buy,NA,35}{3134,Buy,0.3093038,36}{1831,Buy,0.1401959,39}{15211,Buy,0.1241368,39}{1645,Buy,0.3016596,40}{3084,Buy,NA,41}{281,Buy,0.2570508,42}{3014,Hold,0.1281225,42}{1892,Buy,0.1899096,43}{603,Buy,0.205775,43}{1723,Buy,0.1105823,43}{930,Hold,-0.04807235,43}{3057,Buy,0.1245246,44}{1035,Buy,0.1575988,44}{1187,Buy,0.1741359,44}{1704,Buy,0.1575988,44}{4190,Buy,NA,44}{1840,Buy,0.28783,45}{4153,Buy,NA,45}{4419,Buy,0.2085699,46}{3012,Buy,0.3733748,46}{370,Hold,0.1106997,47}{3074,Buy,0.2958164,47}{1527,Buy,0.3155491,48}{1892,Buy,NA,48}{23056,Buy,0.2216405,53};Buy
S2718877;{25536,Hold,0.001042753,0}{4049,Buy,0.1106272,29}{3813,Hold,0.05351875,51};Buy
S1250435;{8593,Hold,NA,0};Sell
S40782108;{3359,Buy,NA,0}{3359,Hold,NA,38};Hold
S38080196;{2314,Sell,-0.4832973,0}{4002,Sell,-0.4151736,31}{3141,Buy,NA,38};Sell
S2766091;{1502,Buy,0.2127121,0}{1502,Buy,0.1717835,37};Buy
S18299154;{608,Buy,0.6488414,0}{4601,Buy,0.4864865,53};Buy
S39189147;{1043,Buy,0.2468828,0}{1043,Buy,0.2323443,19}{3932,Hold,-0.01446072,29}{1231,Buy,0.1816697,32}{846,Buy,0.1035409,33}{630,Buy,0.2762691,33}{3369,Hold,0.1088816,42}{1901,Buy,0.1504328,46};Hold
S2023109;{2242,Buy,0.3959085,0}{11075,Hold,0.07361963,29}{576,Buy,NA,32};Buy
S8377154;{9986,Buy,NA,0}{791,Buy,0.2608353,41}{4531,Buy,0.2851406,42}{791,Buy,0.2851406,47};Sell
S3768877;{1569,Buy,NA,0};Sell
S3173259;{15196,Buy,0.1067388,0}{3511,Buy,0.1910549,23}{757,Buy,0.1488511,27};Hold
S18020147;{3258,Buy,0.04465918,0};Buy
S3562364;{1702,Hold,0.1006604,0};Buy
S11746101;{3302,Buy,0.1821975,0};Buy
S3010571;{871,Sell,-0.1906475,0}{286,Buy,0.25,34}{286,Buy,0.1881188,44};Buy
S37177112;{1868,Buy,NA,0}{4161,Buy,0.06734977,38}{2311,Buy,0.4476859,41};Buy
S44107242;{277,Buy,0.4084507,0}{4967,Buy,NA,4};Sell
S44957100;{4315,Hold,0.04133291,0}{290,Buy,0.09740468,0}{3775,Buy,0.1534764,0}{1923,Hold,0.1054149,0}{4315,Hold,0.04501608,39}{1070,Buy,0.224,40}{3775,Buy,0.1959371,42}{290,Buy,0.117586,45}{3258,Hold,-0.0124042,46};Hold
S24027218;{4560,Sell,-0.2491365,0}{4560,Sell,-0.22899,46}{756,Hold,0.08817411,52};Buy
S3754891;{209,Hold,NA,0};Buy
S6362142;{3150,Hold,0.1557948,0}{1049,Hold,NA,37};Buy
S38857148;{4791,Buy,NA,0};Buy
S47356301;{1700,Hold,NA,0};Hold
S8402267;{1848,Buy,0.1398041,0}{770,Hold,NA,0}{1248,Buy,0.1827547,10}{1731,Buy,NA,11}{945,Buy,0.2445785,16}{3041,Buy,0.03714878,16}{1674,Buy,NA,24}{2191,Buy,0.1952191,25}{3321,Buy,0.2442304,27}{3041,Buy,0.1046395,28}{1848,Buy,0.1120097,34}{440,Buy,0.2627381,49}{485,Buy,0.1946876,51}{4030,Buy,0.1061947,52}{1271,Hold,0.1946903,52}{3099,Sell,-0.3584071,52}{826,Buy,0.2780961,53}{1674,Buy,0.101807,53}{4376,Buy,0.3221684,53}{3658,Buy,0.2119877,53}{1848,Buy,0.2119877,53}{2191,Buy,0.2119877,53}{1464,Buy,0.1035092,54}{2191,Buy,0.1035092,54}{1035,Buy,0.3342228,55}{770,Buy,0.358388,56}{3049,Buy,0.2743281,59};Buy
S8377154;{4531,Buy,NA,0}{4531,Buy,0.7241379,53};Buy
S11746101;{4401,Hold,0.5625,0}{4644,Buy,0.3824885,3};Buy
S24359139;{758,Hold,0.08247423,0}{3157,Hold,0.03092784,0}{22051,Buy,0.185567,0}{4002,Sell,-0.2268041,0}{3668,Buy,0.08247423,0}{3111,Buy,0.3381369,4}{4431,Hold,NA,4}{1544,Buy,0.1322697,4}{4117,Buy,0.1886305,5}{443,Hold,0.1764706,53}{531,Buy,0.2611666,54}{22051,Buy,0.2023001,57};Buy
S3081365;{3160,Sell,NA,0};Buy
S45359401;{603,Buy,6.783019,0}{1527,Buy,6.609723,1}{3118,Buy,NA,13}{3133,Hold,6.502068,26}{3057,Hold,NA,37}{22619,Hold,NA,38}{1209,Hold,NA,38}{1704,Hold,6.310395,39}{1187,Buy,6.445573,41}{4447,Sell,4.043023,43}{3057,Hold,7.194913,43}{4187,Sell,NA,44}{4309,Hold,6.334659,45}{1736,Hold,NA,47}{603,Buy,8.147337,47}{3193,Sell,3.900359,47}{1686,Hold,6.397422,48}{2252,Sell,1.630195,48}{281,Hold,7.156607,49}{3054,Buy,8.576962,50}{377,Hold,6.755759,51}{4486,Sell,4.526389,54};Buy
S2092136;{37216,Buy,0.1335633,0}{37216,Buy,0.05456213,21}{4186,Buy,0.03556956,25}{37216,Buy,-0.01161354,44}{3456,Buy,0.1578153,47};Buy
S46781105;{1712,Hold,0.1524977,0};Hold
S5265154;{1710,Hold,NA,0}{1201,Hold,NA,6}{3988,Sell,NA,8}{3498,Hold,NA,9}{1710,Hold,NA,16}{3359,Buy,0.1470037,20}{1710,Hold,NA,26}{1511,Hold,NA,47};Hold
S34290123;{1980,Hold,NA,0}{3972,Buy,NA,37}{13455,Hold,0.1612022,54};Buy
S33313171;{941,Buy,NA,0}{3170,Buy,NA,47};Sell
S2910271;{3116,Hold,NA,0}{8593,Hold,NA,54};Buy
S43175124;{872,Buy,0.01298701,0};Sell
S32606160;{1043,Buy,0.1163646,0}{4591,Buy,NA,15}{1699,Buy,0.3664758,25}{151461,Buy,NA,30}{687,Hold,0.07251676,47}{8968,Hold,NA,50}{8968,Hold,NA,53}{1638,Buy,0.1647867,56};Sell
S46998151;{2111,Hold,NA,0}{1712,Buy,0.2015055,52};Hold
S45397242;{3339,Hold,NA,0}{12195,Hold,1.954609,9}{879,Buy,2.013702,9}{3339,Hold,NA,14}{1177,Buy,NA,15}{4160,Hold,1.96561,17}{1823,Hold,NA,29}{3931,Buy,2.225574,35};Sell
S314697;{3416,Hold,NA,0};Hold
S11746101;{3972,Buy,0.369863,0}{4039,Buy,0.1804384,20}{762,Buy,NA,33};Hold
S17646222;{4699,Sell,NA,0}{3172,Buy,0.369863,18}{4792,Buy,0.1889862,29}{2066,Hold,NA,29}{715,Buy,0.2098456,29}{3172,Buy,0.3621123,31}{3139,Hold,NA,33}{8594,Hold,0.07526882,34}{3148,Buy,NA,35}{4541,Hold,0.03585657,37}{3302,Buy,0.1952191,37}{14779,Hold,NA,38}{3172,Buy,0.3687267,40}{2066,Hold,0.09774119,43}{4401,Hold,0.1082964,43}{7314,Hold,0.08063175,45}{10993,Buy,NA,46}{4792,Hold,0.04208417,49}{4756,Hold,0.06035889,50}{1069,Hold,NA,50}{1332,Hold,0.07593627,51}{715,Buy,0.2133891,52};Hold
S29326176;{356,Buy,0.4195184,0}{740,Buy,0.2420786,0}{3678,Buy,0.463039,1}{309,Buy,0.6318205,4}{14866,Buy,0.4278429,4}{1098,Buy,NA,37};Buy
S1841583;{4168,Buy,0.1621472,0}{1702,Buy,0.1926606,54};Hold
S39374150;{30284,Hold,0.06288751,0};Sell
S49477166;{4786,Hold,0.1898174,0}{632,Hold,NA,20}{1074,Buy,NA,24}{3128,Buy,0.216986,29}{1211,Hold,0.1096433,32}{1048,Buy,0.2,47};Buy
S46781105;{3272,Buy,0.09722222,0}{3272,Buy,0.1593097,30}{606,Buy,0.1721068,56};Hold
S362146;{1218,Buy,0.1661808,0};Buy
S7458399;{3854,Buy,0.1952959,0}{14907,Hold,0.06350066,19}{4237,Hold,NA,33}{3054,Hold,0.1238481,39};Buy
S160255;{22367,Hold,0.03894111,0}{22367,Hold,0.05027923,22};Hold
S4663565;{3511,Hold,0.03412616,0}{3775,Hold,0.0683197,3}{4641,Buy,NA,4}{4296,Buy,0.104017,25}{3511,Hold,0.08078898,26};Buy
S7458399;{3084,Buy,0.19798,0}{603,Buy,NA,21}{3332,Buy,0.1502783,42};Buy
S4206794;{3091,Hold,0.1228385,0};Buy
S8377154;{4531,Buy,NA,0}{4531,Buy,NA,48};Buy
S21829128;{603,Hold,-0.1663613,0}{1645,Buy,0.1710699,3}{3348,Hold,-0.1059011,6}{15183,Hold,0.1012389,20}{3348,Sell,-0.09593847,23}{3885,Hold,0.03977125,24}{4447,Hold,0.05028226,25}{603,Buy,0.222966,26}{3636,Hold,0.01206695,27}{1527,Hold,0.120239,29}{3054,Buy,-0.0924913,30}{1892,Buy,0.1208117,41}{15183,Hold,-0.04283321,50}{281,Buy,0.2285012,53}{930,Sell,NA,56};Sell
S22576226;{1700,Buy,0.3776477,0}{1700,Buy,0.3188262,3}{1700,Buy,0.2716579,12}{1700,Buy,0.2241775,20}{1700,Buy,0.2130402,26};Sell
S1448130;{1711,Hold,NA,0}{4792,Hold,0.1055832,28}{13455,Buy,0.1608624,28}{3878,Buy,0.1540047,29}{346,Hold,0.08408617,33}{3869,Hold,0.09798471,33};Buy
S4044452;{3457,Hold,0.08347698,0};Hold
S1841583;{1702,Buy,1.303966,0}{1702,Buy,1.48186,32};Hold
S4885878;{4259,Hold,NA,0};Buy
S29454106;{3452,Buy,1.681882,0}{3924,Buy,NA,19}{1653,Buy,NA,37};Buy
S3754891;{2271,Buy,0.08499096,0}{2143,Hold,0.1583012,10}{224,Buy,0.1451943,21}{828,Hold,0.1402027,25}{209,Buy,NA,25}{1320,Hold,-0.05063291,26}{13376,Hold,-0.01840491,27};Buy
S3964726;{4263,Hold,0.04615385,0};Buy
S1848572;{3323,Buy,0.5789229,0};Sell
S34745119;{2066,Hold,NA,0}{22616,Hold,NA,27}{3705,Sell,-0.6325664,37}{13455,Buy,-0.5669533,37}{3172,Hold,NA,42};Hold
S47757139;{4441,Buy,0.1088416,0}{1645,Buy,0.1672016,0}{2243,Hold,0.09689214,1}{1669,Hold,0.07174754,4}{1645,Buy,0.261034,26};Sell
S45359401;{1704,Hold,5.125306,0}{3118,Sell,4.069331,22}{1187,Sell,4.277467,28}{2252,Hold,6.676315,28}{3054,Buy,8.12721,43};Buy
S37942103;{1076,Hold,NA,0};Buy
S40782108;{308,Buy,0.1112346,0}{3723,Hold,0.03409091,26}{308,Buy,0.1303345,28}{1494,Buy,0.2644638,33}{1790,Buy,0.359895,33}{3897,Hold,0.09745914,33}{3359,Buy,0.1961722,34}{3748,Buy,0.06977875,35};Hold
S17230176;{865,Buy,0.4620477,0};Sell
S3926735;{4348,Hold,1.10476,0};Hold
S29454106;{4791,Hold,NA,0};Buy
S46520112;{3943,Buy,NA,0};Buy
S29326176;{4612,Buy,0.4195584,0}{8593,Buy,NA,0}{356,Buy,0.5614618,1}{4891,Buy,NA,24}{4097,Hold,NA,42}{1098,Hold,0.09416446,45}{3678,Buy,0.8615284,47};Hold
S21829128;{2150,Hold,0.02827763,0}{1732,Hold,NA,0}{3636,Hold,-0.0002856327,0}{1645,Buy,0.08695652,30}{3925,Hold,0.07462687,41};Buy
S2902746;{3248,Buy,0.1443433,0}{3504,Sell,0.08695652,54};Buy
S29981135;{2191,Buy,0.2627986,0}{3006,Buy,NA,28}{13770,Buy,0.3171947,49}{354,Hold,0.07238606,54};Sell
S19087292;{1709,Buy,0.20024,0}{510,Buy,NA,4}{942,Buy,NA,11}{635,Buy,0.3207547,22}{942,Buy,NA,27};Buy
S2489726;{291,Buy,0.116218,0}{29548,Hold,-0.05347847,46};Sell
S32042162;{5002,Buy,-0.03907751,0}{5002,Buy,0.4727541,16}{583,Sell,-0.04390244,36};Buy
S37177112;{489,Buy,NA,0};Buy
S39271195;{1710,Buy,0.8099122,0}{1710,Buy,0.6445807,31}{1710,Buy,0.5956717,56};Buy
S110280;{1394,Hold,NA,0}{454,Buy,0.09455054,0};Buy
S3562364;{1702,Buy,0.2022901,1};Buy
S1444636;{1036,Hold,-0.02869757,0}{298,Buy,0.1026169,35};Sell
S2267887;{307,Buy,0.02637976,0}{1164,Hold,NA,6}{1219,Hold,0.05204357,29};Hold
S44107242;{1700,Buy,0.147295,0}{4768,Buy,NA,15}{1222,Buy,0.161818,16}{865,Buy,NA,39};Sell
S24639118;{14970,Hold,0.04697227,0};Buy
S23548466;{2193,Hold,NA,0}{3159,Buy,0.1221945,13}{758,Buy,0.3428452,14}{4626,Buy,0.1879508,15}{1270,Hold,-0.150838,19}{3108,Buy,0.515827,20}{4989,Buy,0.3374944,20}{3274,Hold,0.1591618,21}{942,Hold,0.3374944,21}{14664,Buy,0.3374944,21}{4336,Hold,0.1120996,22}{1717,Buy,0.3345196,22}{2185,Buy,0.1145787,27}{1211,Hold,NA,29}{1211,Hold,NA,30}{527,Buy,0.2167643,33}{1389,Buy,0.3608634,37}{1239,Buy,0.4319809,51};Sell
S37172135;{1721,Buy,0.1538462,0}{1230,Buy,0.1506168,1}{839,Sell,NA,25}{1721,Buy,0.01655533,27}{839,Sell,-0.1570584,28}{301,Hold,NA,33}{24651,Sell,NA,35}{3833,Buy,1.265563,48}{839,Hold,NA,56}{1721,Buy,0.08247423,60};Buy
S3926735;{4348,Hold,3.635614,0};Buy
S14363193;{6072,Buy,NA,0};Buy
S3754891;{793,Hold,NA,0};Buy
S15837194;{1666,Buy,NA,0}{1666,Buy,NA,39}{1458,Hold,NA,51};Hold
S39831415;{296,Buy,NA,0}{1936,Buy,1.232372,15}{4237,Buy,1.200113,21}{4237,Buy,NA,22}{3830,Buy,1.315519,29}{1840,Hold,NA,38}{1704,Hold,1.065392,38}{3134,Buy,1.182132,38}{281,Buy,NA,38}{15211,Buy,1.611405,39}{3012,Buy,1.323071,40}{3054,Buy,NA,40}{3057,Buy,1.254009,41}{14907,Buy,1.299089,41}{2296,Buy,NA,44}{370,Hold,1.027081,45}{3053,Buy,1.140962,45}{1035,Hold,1.177091,46}{3012,Buy,1.383342,46}{1035,Hold,1.17049,47}{3084,Buy,1.103014,47}{3854,Buy,1.179122,48}{1892,Buy,1.238862,49}{14866,Buy,-0.9977833,49}{22515,Buy,1.192213,50}{3348,Buy,NA,51}{296,Buy,1.499767,51}{3057,Buy,1.381123,58};Buy
S29991154;{3128,Hold,-0.01601831,0}{2144,Hold,-0.08466819,0}{758,Hold,0.006864989,0}{1717,Hold,NA,0}{3837,Hold,NA,0}{1673,Sell,-0.2,1}{15155,Hold,0.03400735,3}{14927,Hold,-0.06147349,43}{1717,Hold,NA,44}{1673,Sell,-0.218565,45}{15155,Hold,-0.03961585,46};Hold
S1250670;{4224,Hold,0.03076435,0};Hold
S1813783;{3479,Hold,0.1861117,0};Hold
S1444636;{1068,Hold,0.04083267,0};Hold
S4069791;{3813,Hold,0.0004413712,0}{3457,Hold,NA,14}{8663,Hold,-0.03340441,23}{8663,Buy,0.08742932,27}{731,Buy,NA,54};Sell
S3900156;{401,Hold,2.219939,0};Buy
S29991154;{4336,Hold,0.002147459,0}{1717,Hold,0.1812352,15}{3128,Hold,-0.02132122,19}{906,Hold,0.09215017,21}{1673,Hold,-0.02439024,23}{4380,Buy,NA,23}{1211,Buy,0.1258956,25}{1717,Buy,0.1941317,27}{4989,Hold,NA,27}{3370,Hold,0.09551523,28}{14927,Sell,NA,28}{4481,Hold,-0.04142417,28}{3128,Buy,0.09551523,30};Buy
S585182;{3803,Hold,-0.4607088,0}{847,Buy,0.07024713,16}{6233,Hold,-0.01146698,21};Hold
S44420110;{692,Hold,NA,0}{1552,Hold,NA,43};Buy
S11027212;{4513,Buy,NA,0}{1187,Buy,NA,0}{1645,Hold,NA,0}{1669,Buy,0.1758691,32}{4035,Buy,0.1944949,37};Buy
S44420110;{4580,Hold,0.04127929,0}{1552,Hold,0.004664514,31}{4581,Buy,0.06707317,56};Sell
S2204583;{1270,Buy,NA,0}{3837,Buy,NA,26};Sell
S7458399;{3012,Buy,0.2177057,0}{296,Buy,0.1474052,0}{296,Buy,0.1293711,4}{2252,Hold,-0.1825411,7}{3084,Buy,0.09082409,12}{4309,Hold,0.1700631,16}{1159,Buy,0.07769424,22}{930,Buy,0.2307524,42}{1455,Buy,0.1196196,43}{15072,Buy,NA,49}{3052,Buy,0.2211341,49}{3636,Buy,NA,50}{15211,Buy,0.3026346,53};Sell
S23987404;{15211,Buy,0.2340918,0}{1892,Buy,0.4252696,2}{296,Hold,NA,7}{1831,Buy,0.5598651,21}{3057,Buy,NA,21}{3054,Buy,0.4565127,23}{3012,Buy,0.6645859,23}{3082,Buy,NA,25}{3012,Buy,0.7398869,26}{14907,Buy,0.2847966,27}{4153,Buy,NA,29}{3054,Buy,0.4210313,30}{603,Buy,NA,31}{3052,Buy,0.1693548,35}{1035,Buy,NA,35}{3084,Buy,0.4115899,41}{370,Buy,0.2276786,46}{3082,Buy,0.2276786,46}{3154,Buy,0.1615245,47};Buy
S28722136;{1417,Buy,0.3445378,0}{282,Sell,0.005025126,29}{1511,Buy,NA,50};Sell
S29656286;{2073,Buy,0.2383901,0}{4285,Buy,0.171875,15}{906,Buy,0.8903592,16}{2255,Buy,NA,19}{906,Buy,1.326664,24}{1641,Buy,0.8132366,27}{3108,Buy,NA,32}{2073,Buy,0.244297,39}{4240,Buy,0.2264922,41}{1641,Buy,0.635323,41}{22370,Hold,0.1647255,42}{906,Buy,NA,43}{1191,Buy,0.3294558,44}{2255,Buy,0.2444801,45}{3128,Hold,0.08390205,45}{758,Buy,0.2043356,45}{758,Buy,0.2043356,45}{4069,Hold,NA,46}{4287,Sell,-0.2338548,47}{2088,Buy,0.2489927,49}{1191,Buy,0.2877264,50};Buy
S939479;{1896,Buy,NA,0};Sell
S132090;{4365,Hold,NA,0}{4477,Hold,NA,35};Sell
S3213696;{3430,Buy,0.1988012,0}{4555,Buy,0.1417387,29}{3558,Hold,0.135984,32}{3922,Hold,0.03448276,57};Hold
S1588591;{923,Buy,1.190296,0}{4178,Hold,NA,53};Buy
S48372115;{3305,Buy,1.380952,0};Sell
S43958155;{3502,Hold,NA,0};Sell
S4663565;{3775,Buy,0.2518778,0}{290,Hold,0.1051737,13}{946,Buy,0.2340967,30};Buy
S3081365;{4477,Hold,0.05263158,0};Sell
